Date,Type,Country,Sex,Species
1975-04-18,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1975-04-05,Unprovoked,SOUTH AFRICA,M,white shark
1975-03-29,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1975-03-18,Unprovoked,AUSTRALIA,F,
1975-03-16,Unprovoked,USA,M,10' shark
1975-03-13,Provoked,AUSTRALIA,,copper shark
1975-03-09,Provoked,SOUTH AFRICA,M,1.5 m [5']  shark
1975-03-01,Sea Disaster,BANGLADESH,,
1975-02-23,Unprovoked,SOUTH AFRICA,M,1.5 m [5'] shark
,Watercraft,SOUTH AFRICA,,mako shark
1975-02-10,Unprovoked,AUSTRALIA,M,white shark
1975-02-09,Unprovoked,AUSTRALIA,M,"carpet shark, 10' "
1975-02-07,Unprovoked,AUSTRALIA,M,
1975-02-01,Provoked,SOUTH AFRICA,M,copper shark
1975-01-19,Unprovoked,AUSTRALIA,M,
1975-01-01,Unprovoked,BERMUDA,M,blue shark
1975-01-01,Unprovoked,REUNION,M,
1974-12-21,Watercraft,AUSTRALIA,M,white shark
1974-12-12,Unprovoked,AUSTRALIA,,
1974-11-01,Unprovoked,USA,M,
1974-09-28,Unprovoked,USA,M,white shark
1974-09-14,Unprovoked,USA,M,white shark
1974-09-07,Unprovoked,ISRAEL,F,mako shark
1974-09-02,Unprovoked,USA,M,white shark
1974-09-02,Unprovoked,USA,M,white shark
1974-09-01,Sea Disaster,AUSTRALIA,M,
1974-09-01,Unprovoked,USA,M,white shark
1974-08-23,Unprovoked,HONG KONG,M,
1974-08-16,Unprovoked,HONG KONG,M,
1974-08-16,Unprovoked,HONG KONG,M,
1974-08-16,Unprovoked,HONG KONG,M,
1974-08-10,Unprovoked,CROATIA,M,white shark
1974-08-05,Unprovoked,USA,M,white shark
1974-07-26,Unprovoked,USA,M,white shark
1974-07-20,Unprovoked,USA,M,small sharks'
1974-07-02,Sea Disaster,USA,M,3.7 m [12'] sharks
1974-06-20,Unprovoked,USA,F,
1974-05-26,Unprovoked,USA,M,white shark
,Sea Disaster,BRAZIL,M,
1974-04-20,Unprovoked,SOUTH AFRICA,M,tiger shark
1974-04-14,Unprovoked,SOUTH AFRICA,M,
1974-04-12,Unprovoked,USA,F,
1974-04-04,Unprovoked,SOUTH AFRICA,M,juvenile dusky shark
1974-03-21,Unprovoked,SOUTH AFRICA,M,1.8 m [6'] shark
1974-03-01,Watercraft,SOUTH AFRICA,,white shark
1974-02-13,Unprovoked,SOUTH AFRICA,M,
1974-02-13,Unprovoked,SOUTH AFRICA,M,
1974-02-01,Watercraft,SOUTH AFRICA,,white shark
,Watercraft,SOUTH AFRICA,,white shark
1974-01-13,Unprovoked,SOUTH AFRICA,M,tiger shark
1974-01-09,Unprovoked,AUSTRALIA,M,white shark
1974-01-07,Unprovoked,SOUTH AFRICA,M,2 m to 2.5 m [6.75'  to 8.25'] shark
1974-01-07,Unprovoked,MOZAMBIQUE,M,
1974-01-07,Unprovoked,MOZAMBIQUE,M,
,Unprovoked,AUSTRALIA,M,copper shark
1974-01-01,Unprovoked,CROATIA,,
1973-12-25,Unprovoked,MOZAMBIQUE,M,
1973-12-21,Unprovoked,MOZAMBIQUE,M,
,Unprovoked,PHILIPPINES,M,
1973-12-18,Unprovoked,USA,M,
1973-12-01,Unprovoked,MEXICO,M,
1973-11-25,Unprovoked,AUSTRALIA,,
1973-11-24,Unprovoked,USA,M,
1973-11-03,Unprovoked,AUSTRALIA,M,
1973-09-29,Sea Disaster,SOUTH AFRICA,M,
1973-09-14,Unprovoked,BAHAMAS,M,bull shark
,Unprovoked,HONG KONG,M,
1973-09-09,Unprovoked,MEXICO,M,white shark
1973-09-01,Unprovoked,EGYPT,M,tiger shark
1973-08-27,Unprovoked,AUSTRALIA,,
1973-08-25,Unprovoked,AUSTRALIA,M,12' shark
1973-08-16,Unprovoked,USA,M,blacktip shark
1973-06-13,Unprovoked,HONG KONG,M,
1973-04-04,Unprovoked,MEXICO,M,
1973-03-26,Unprovoked,AUSTRALIA,M,
1973-03-05,Unprovoked,MOZAMBIQUE,M,
1973-03-01,Unprovoked,SOUTH AFRICA,M,blacktip shark
1973-02-27,Unprovoked,MEXICO,,
1973-01-21,Provoked,SOUTH AFRICA,M,1 m shark
1973-01-09,Unprovoked,USA,M,1.2 m to 1.8 m [4' to 6'] shark observed in area
1970-01-01,Unprovoked,PALAU,M,tiger shark
1970-01-01,Unprovoked,PALAU,M,grey reef shark
1973-01-01,Unprovoked,SOUTH AFRICA,M,
1972-12-31,Unprovoked,SOUTH AFRICA,M,
1972-12-26,Unprovoked,MOZAMBIQUE,M,2 m to 3 m shark
1972-12-25,Unprovoked,MEXICO,M,
1972-12-24,Unprovoked,SOUTH AFRICA,M,white shark
1972-12-21,Unprovoked,AUSTRALIA,M,
1972-12-08,Provoked,AUSTRALIA,,
1972-12-01,Unprovoked,REUNION,,
1972-10-21,Unprovoked,AUSTRALIA,M,
1972-10-21,Unprovoked,AUSTRALIA,M,copper shark
1972-10-14,Unprovoked,USA,M,white shark
1972-10-14,Unprovoked,USA,M,
,Unprovoked,NEW ZEALAND,M,
1972-09-09,Unprovoked,USA,M,white shark
1972-09-04,Invalid,MOZAMBIQUE,F,questionable incident
1972-08-29,Unprovoked,USA,M,
1972-08-17,Unprovoked,USA,M,2.4 m [8'] shark
1972-08-08,Unprovoked,AUSTRALIA,M,white shark
1972-07-05,Invalid,USA,,questionable incident
,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
1972-06-10,Unprovoked,USA,M,4.5' shark
1972-05-28,Unprovoked,USA,M,white shark
1972-05-06,Unprovoked,FRENCH POLYNESIA,M,1.5 m grey reef shark
1972-04-16,Unprovoked,WESTERN SAMOA,M,tiger shark
1972-04-01,Unprovoked,AUSTRALIA,F,
1972-04-01,Unprovoked,MOZAMBIQUE,M,
1972-03-21,Provoked,PACIFIC OCEAN ,M,
1972-03-16,Unprovoked,USA,M,
1972-02-20,Unprovoked,AUSTRALIA,M,7' shark
1972-02-12,Unprovoked,AUSTRALIA,,
1972-01-01,Unprovoked,SOUTH AFRICA,M,
1972-01-01,Unprovoked,SOUTH AFRICA,F,zambesi shark
1972-01-01,Unprovoked,MOZAMBIQUE,M,white shark
1972-01-01,Unprovoked,MOZAMBIQUE,M,
1972-01-01,Unprovoked,FRANCE,,white shark
1970-01-01,Unprovoked,MARSHALL ISLANDS,M,1.8 m [6'] grey reef shark
1971-12-23,Unprovoked,AUSTRALIA,,
1971-12-16,Unprovoked,SOUTH AFRICA,F,white shark
1971-12-05,Unprovoked,AUSTRALIA,M,
,Unprovoked,HONG KONG,M,
1971-10-27,Provoked,AUSTRALIA,,
1971-10-23,Unprovoked,USA,M,5' to 6' shark
1971-10-14,Unprovoked,SOUTH AFRICA,M,1.5 m to 2 m shark
1971-10-02,Unprovoked,USA,M,white shark
1971-09-25,Unprovoked,USA,,
1971-09-07,Unprovoked,CROATIA,M,white shark
1971-09-05,Unprovoked,AUSTRALIA,M,
1971-08-21,Provoked,AUSTRALIA,M,nurse shark
1971-07-26,Unprovoked,USA,M,
1971-07-19,Unprovoked,USA,M,white shark
1971-06-30,Unprovoked,SOUTH AFRICA,M,white shark
1971-06-01,Unprovoked,BRITISH ISLES,M,3.6 m  porbeagle shark
,Unprovoked,KENYA,M,"2 m [6'9""] shark"
1971-04-11,Unprovoked,SOUTH AFRICA,M,white shark
1971-04-06,Unprovoked,MEXICO,M,
1971-04-05,Unprovoked,VENEZUELA,M,
1971-04-05,Unprovoked,VENEZUELA,M,
,Sea Disaster,MOZAMBIQUE,,
1971-03-30,Unprovoked,NEW ZEALAND,M,white shark
1971-01-02,Unprovoked,AUSTRALIA,M,
1971-01-01,Unprovoked,USA,M,white shark
1970-01-01,Unprovoked,AUSTRALIA,M,white shark
1971-01-01,Unprovoked,CROATIA,M,white shark
1970-01-01,Unprovoked,IRAN,M,
1970-01-01,Unprovoked,IRAN,M,
1970-12-17,Unprovoked,MOZAMBIQUE,M,
1970-12-13,Unprovoked,MOZAMBIQUE,M,
1970-12-07,Unprovoked,MICRONESIA,M,1.8 m shark
1970-12-03,Sea Disaster,USA,M,
1970-11-01,Unprovoked,,M,
1970-10-24,Unprovoked,USA,M,
1970-10-01,Unprovoked,USA,M,
1970-09-28,Unprovoked,MICRONESIA,M,1.8 to 2 m c. albimarginatus
1970-09-13,Provoked,PALAU,M,1 m shark
1970-09-05,Unprovoked,USA,M,
1970-09-02,Provoked,AUSTRALIA,M,
1970-09-01,Unprovoked,USA,M,"""dog shark"""
1970-09-01,Unprovoked,USA,M,
1970-08-02,Invalid,,,shark involvement prior to death was not confirmed
1970-07-05,Unprovoked,,M,mako shark
1970-06-22,Provoked,USA,M,7.5' shark
1970-06-15,Provoked,SOUTH AFRICA,M,tiger shark
1970-06-13,Unprovoked,GRENADA,M,
1970-06-13,Unprovoked,GRENADA,M,
1970-06-01,Sea Disaster,PHILIPPINES,,
1970-04-04,Unprovoked,GRENADA,M,
1970-04-01,Provoked,,M,wobbegong shark 
1970-04-01,Unprovoked,SOLOMON ISLANDS,M,wobbegong shark
1970-03-31,Invalid,USA,M,shark involvement prior to death was not confirmed
1970-03-23,Unprovoked,USA,M,
1970-02-05,Unprovoked,,F,carpet shark
1970-01-23,Unprovoked,MOZAMBIQUE,M,
1970-01-23,Unprovoked,MOZAMBIQUE,M,zambesi shark
1970-01-23,Unprovoked,MOZAMBIQUE,M,zambesi shark
1970-01-23,Unprovoked,MOZAMBIQUE,M,zambesi shark
1970-01-16,Sea Disaster,EGYPT,M,
1970-01-10,Unprovoked,MEXICO,M,
,Unprovoked,ENGLAND,M,blue shark
1970-01-01,Unprovoked,PAPUA NEW GUINEA,M,
,Unprovoked,SRI LANKA,M,
,Unprovoked,SPAIN,M,blue shark
,Watercraft,ITALY,M,white shark
1970-01-01,Unprovoked,CROATIA,M,white shark
,Unprovoked,IRAQ,F,
,Unprovoked,IRAQ,F,
,Unprovoked,IRAQ,M,
,Unprovoked,IRAQ,M,
1969-11-30,Unprovoked,AUSTRALIA,M,
1969-11-11,Unprovoked,USA,M,>2.4 m [8'] shark
1969-11-05,Provoked,AUSTRALIA,M,
1969-10-14,Unprovoked,USA,M,white shark
1969-09-06,Unprovoked,USA,M,white shark
1969-08-29,Unprovoked,USA,M,
1969-08-22,Provoked,USA,M,
1969-08-02,Unprovoked,USA,M,
1969-08-02,Unprovoked,USA,M,4' shark
1969-08-01,Unprovoked,,M,
1969-07-27,Provoked,ENGLAND,M,
1969-07-22,Provoked,USA,M,nurse shark
1969-07-20,Unprovoked,USA,M,white shark
1969-06-27,Unprovoked,USA,M,
1969-06-12,Unprovoked,JAMAICA,M,
1969-06-01,Unprovoked,USA,M,
1969-05-25,Provoked,USA,M,2' to 3' shark
1969-05-24,Provoked,USA,M,nurse shark
1969-05-22,Unprovoked,DOMINICAN REPUBLIC,M,
1969-05-14,Unprovoked,AUSTRALIA,,
1969-04-22,Invalid,AUSTRALIA,M,"considered a ""doubtful"" incident"
1969-08-19,Provoked,USA,M,lemon shark
1969-03-25,Provoked,AUSTRALIA,M,mako shark
1969-03-09,Unprovoked,USA,M,white shark
,Provoked,AUSTRALIA,M,broadnose sevengill shark
1969-02-01,Invalid,AUSTRALIA,M,questionable incident
1969-01-27,Unprovoked,AUSTRALIA,M,
1969-01-01,Unprovoked,AUSTRALIA,M,carpet shark
,Provoked,BAHAMAS,,10' shark
1968-12-29,Invalid,SOUTH AFRICA,M,questionable incident
1968-12-26,Provoked,AUSTRALIA,M,nurse shark
1968-12-25,Unprovoked,NEW ZEALAND,M,white shark
1968-12-09,Unprovoked,AUSTRALIA,M,white shark
1968-12-02,Unprovoked,SOUTH AFRICA,M,hammerhead shark
1968-12-01,Invalid,SOUTH AFRICA,M,questionable incident
1968-11-06,Watercraft,SOUTH AFRICA,M,"90-kg ""blackfin"" shark"
1968-11-04,Sea Disaster,PAPUA NEW GUINEA,,shark involvement prior to death was not confirmed
1968-11-02,Provoked,AUSTRALIA,M,
1968-10-29,Provoked,BAHAMAS,M,
1968-10-13,Unprovoked,USA,M,bull shark
1968-10-10,Sea Disaster,PHILIPPINES,,
1968-09-22,Invalid,USA,,shark involvement not confirmed
1968-09-15,Unprovoked,NEW ZEALAND,M,white shark
1968-08-24,Unprovoked,USA,,hammerhead shark
1968-08-21,Unprovoked,USA,M,
1968-08-13,Unprovoked,FRENCH POLYNESIA,M,
1968-08-11,Unprovoked,MALAYSIA,,
1968-08-08,Unprovoked,COLUMBIA,M,2 m shark
1968-07-27,Unprovoked,USA,M,white shark
1968-07-23,Unprovoked,USA,M,
1968-07-16,Unprovoked,USA,M,4m [13'] shark
1968-07-10,Unprovoked,BAHAMAS,M,
1968-07-01,Invalid,MEXICO,M,not authenticated
1968-06-25,Unprovoked,BAHAMAS,M,caribbean reef shark
1968-06-09,Unprovoked,USA,M,
1968-06-01,Unprovoked,ENGLAND,M,blue shark
1968-05-18,Invalid,TANZANIA,,shark involvement not confirmed
1968-05-01,Unprovoked,PAPUA NEW GUINEA,M,
1968-04-29,Invalid,USA,M,shark involvement not confirmed
1968-04-20,Unprovoked,USA,M,2.7 m [9'] silky shark
1968-04-15,Unprovoked,AUSTRALIA,M,copper shark
,Unprovoked,PAPUA NEW GUINEA,M,
1968-04-07,Provoked,AUSTRALIA,M,blue shark
1968-03-25,Unprovoked,SOUTH AFRICA,M,1.5 m to 1.8m [5' to 6'] shark
1968-03-10,Unprovoked,USA,M,
1968-03-01,Invalid,USA,M,invalid
1968-02-26,Unprovoked,USA,M,
1968-02-20,Unprovoked,AUSTRALIA,F,
1968-02-18,Provoked,NEW ZEALAND,F,3' shark
1968-02-04,Unprovoked,AUSTRALIA,M,copper shark
1968-02-02,Unprovoked,AUSTRALIA,,
1968-02-01,Unprovoked,MOZAMBIQUE,,
1968-01-17,Unprovoked,PAPUA NEW GUINEA,,
1968-01-01,Unprovoked,COSTA RICA,M,
1970-01-01,Invalid,USA,,questionable incident
1970-01-01,Invalid,USA,,questionable incident
1967-12-30,Unprovoked,SOUTH AFRICA,M,1.5 m to 1.8 m [5' to 6'] shark
,Invalid,PAPUA NEW GUINEA,M,questionable incident
1967-12-18,Unprovoked,FIJI,M,
1967-12-17,Unprovoked,AUSTRALIA,M,
1967-12-14,Provoked,USA,M,
1967-11-30,Provoked,AUSTRALIA,M,nurse shark
1967-11-30,Unprovoked,AUSTRALIA,M,nurse shark
1967-11-15,Provoked,FIJI,M,
1967-11-04,Sea Disaster,PHILIPPINES,,
1967-11-01,Invalid,SOUTH AFRICA,F,shark involvement prior to death was not confirmed
,Unprovoked,MEXICO,,
1967-10-17,Unprovoked,USA,M,blacktip shark
1967-10-01,Unprovoked,TONGA,M,
1967-09-20,Invalid,USA,M,shark involvement prior to death was not confirmed
1967-09-13,Provoked,ITALY,M,2 m shark
1967-09-07,Provoked,PAPUA NEW GUINEA,,
1967-09-07,Unprovoked,USA,,
1967-09-06,Unprovoked,PAPUA NEW GUINEA,M,
1967-09-01,Unprovoked,PAPUA NEW GUINEA,M,3.7 m [12'] shark
1967-08-27,Provoked,USA,M,blue shark
1967-08-26,Unprovoked,JAPAN,M,
1967-08-25,Unprovoked,ITALY,M,
1967-08-19,Unprovoked,AUSTRALIA,M,white shark
1967-08-15,Unprovoked,BERMUDA,F,
,Unprovoked,COLUMBIA,M,
1967-08-10,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1967-08-07,Unprovoked,USA,M,nurse shark
1967-08-01,Unprovoked,BAHAMAS,M,sandbar shark
1967-08-01,Unprovoked,SENEGAL,M,1.8 m shark
1967-07-29,Unprovoked,USA,M,
1967-07-05,Unprovoked,TURKEY,M,
1967-07-01,Invalid,USA,M,questionable incident
1967-06-13,Provoked,USA,M,nurse shark
1967-06-01,Provoked,ITALY,M,white shark
,Provoked,AUSTRALIA,M,copper shark
1967-05-09,Provoked,AUSTRALIA,M,nurse shark
1967-04-01,Provoked,UNITED KINGDOM,M,
1967-03-20,Provoked,NEW ZEALAND,M,
1967-03-19,Unprovoked,SOUTH AFRICA,M,white shark
1967-03-12,Provoked,AUSTRALIA,M,nurse shark
1967-03-10,Invalid,AUSTRALIA,,shark involvement prior to death was not confirmed
1967-03-09,Unprovoked,NEW ZEALAND,M,white shark
1967-03-01,Unprovoked,PAPUA NEW GUINEA,M,3.7 m [12'] shark
1967-02-06,Sea Disaster,MEXICO,M,
1967-01-27,Watercraft,SOUTH AFRICA,,white shark
1967-01-22,Provoked,SOUTH AFRICA,M,tiger shark
1967-01-21,Unprovoked,MOZAMBIQUE,M,
1967-01-06,Provoked,AUSTRALIA,M,"""sand shark"""
1966-12-31,Unprovoked,AUSTRALIA,M,2.1 m [7'] shark
1966-12-27,Provoked,AUSTRALIA,M,nurse shark
1966-12-27,Unprovoked,AUSTRALIA,M,nurse shark
1966-12-26,Unprovoked,SINGAPORE,M,
1966-12-26,Unprovoked,AUSTRALIA,M,1.8 m [6'] shark
1966-11-14,Unprovoked,THAILAND,,
,Unprovoked,PAPUA NEW GUINEA,F,3.7 m [12'] shark
1966-10-30,Unprovoked,PAPUA NEW GUINEA,F,3.7 m [12'] shark
1966-10-19,Unprovoked,PAPUA NEW GUINEA,F,3.7 m [12'] shark
1966-09-27,Unprovoked,AUSTRALIA,M,copper shark
1966-09-19,Provoked,USA,M,
1966-09-18,Invalid,AUSTRALIA,M,invalid
1966-09-13,Provoked,AUSTRALIA,M,
1966-09-10,Unprovoked,AUSTRALIA,M,mako shark
1966-09-08,Provoked,USA,M,nurse shark
,Invalid,BAHAMAS,M,invalid
1966-08-28,Watercraft,AUSTRALIA,M,
1966-08-27,Invalid,SOUTH AFRICA,M,invalid
1966-08-27,Unprovoked,BAHAMAS,F,
1966-08-23,Unprovoked,NEW BRITAIN,F,a pack of 6 sharks
1966-08-23,Unprovoked,NEW BRITAIN,F,a pack of 6 sharks
1966-08-16,Unprovoked,CROATIA,M,white shark
1966-08-14,Unprovoked,TAIWAN,M,1.5 m to 2.1 m  [5' to 7'] shark
1966-08-13,Unprovoked,ITALY,M,"""small shark"""
,Invalid,USA,M,invalid
1966-08-01,Unprovoked,USA,M,blacktip shark
1966-07-31,Unprovoked,USA,M,lemon shark
1966-07-19,Provoked,USA,M,4' shark
1966-07-17,Unprovoked,USA,M,
1966-07-17,Unprovoked,TAIWAN,M,
1966-07-14,Unprovoked,PAPUA NEW GUINEA,F,
1966-07-03,Invalid,USA,M,invalid
1966-07-02,Watercraft,CARIBBEAN SEA,,
1966-06-22,Provoked,USA,M,sandbar shark
1966-06-11,Provoked,USA,M,hammerhead shark
1966-06-04,Unprovoked,USA,M,a small shark
1966-06-02,Provoked,FRENCH POLYNESIA,M,
1966-05-20,Sea Disaster,AUSTRALIA,M,
1966-05-20,Unprovoked,AUSTRALIA,M,1.8 m [6'] shark
1966-05-20,Sea Disaster,AUSTRALIA,M,white shark
1966-05-16,Invalid,USA,M,invalid
1966-05-16,Sea Disaster,PHILIPPINES,M,
1966-04-08,Unprovoked,USA,M,
1966-04-01,Sea Disaster,AUSTRALIA,M,
1966-03-20,Provoked,AUSTRALIA,,white shark
1966-03-14,Sea Disaster,SUDAN,M,
1966-02-27,Unprovoked,AUSTRALIA,M,white shark
1966-01-29,Provoked,SOUTH AFRICA,M,copper shark
1966-01-25,Sea Disaster,INDONESIA,,
1966-01-22,Unprovoked,USA,M,white shark
1966-01-15,Unprovoked,AUSTRALIA,M,"wobbegong shark, 5' "
1966-01-14,Sea Disaster,COLUMBIA,,shark involvement not confirmed
1966-01-11,Unprovoked,SOUTH AFRICA,M,1.5 m to 1.8 m [5' to 6'] zambesi shark
1966-01-10,Unprovoked,AUSTRALIA,M,76 cm [2.5'] carpet shark
1966-01-09,Unprovoked,SOUTH AFRICA,M,"1.8 m to 2 m [6' to 6'9""] shark"
1966-01-08,Unprovoked,NEW ZEALAND,F,
1966-01-05,Unprovoked,USA,M,hammerhead shark
,Invalid,USA,F,shark involvement not confirmed
1965-12-28,Unprovoked,AUSTRALIA,M,1.8 m [6'] carpet shark
1965-12-19,Unprovoked,JOHNSTON ISLAND,M,grey reef shark
1965-12-10,Watercraft,AUSTRALIA,,15' shark
1965-11-21,Provoked,AUSTRALIA,M,4.6 m [15'] shark
1965-11-21,Unprovoked,PACIFIC OCEAN ,M,
1965-11-03,Invalid,PANAMA,,shark involvement not confirmed
1965-11-03,Unprovoked,AUSTRALIA,M,nurse shark
1965-10-21,Unprovoked,,M,
1965-10-16,Unprovoked,BAHAMAS,M,"1.8 m [6'], 180-lb shark"
1965-10-16,Unprovoked,BAHAMAS,F,"1.8 m [6'], 180-lb shark"
1965-10-10,Unprovoked,NEW BRITAIN,M,2 sharks involved
1965-10-01,Unprovoked,PAPUA NEW GUINEA,M,
1965-09-21,Provoked,PAPUA NEW GUINEA,M,"""small shark"""
1965-09-12,Provoked,PAPUA NEW GUINEA,M,0.9 m [3'] shark
1965-09-08,Unprovoked,MEXICO,M,300-kg [662-lb] shark
1965-08-30,Invalid,PHILIPPINES,M,shark involvement not confirmed
1965-08-26,Unprovoked,USA,M,
1964-07-30,Provoked,BAHAMAS,M,lemon shark
1965-07-26,Unprovoked,MEXICO,M,
,Watercraft,BERMUDA,,
1965-06-19,Invalid,USA,M,questionable incident
1965-06-18,Invalid,USA,M,invalid
1965-06-09,Unprovoked,MEXICO,M,
1965-06-01,Unprovoked,PAPUA NEW GUINEA,M,
1965-06-01,Unprovoked,SOUTH PACIFIC OCEAN,M, 
1965-05-29,Unprovoked,MEXICO,M,
1965-05-28,Unprovoked,MEXICO,M,
,Unprovoked,EGYPT,M,
1965-05-01,Unprovoked,JAMAICA,M,
1965-05-01,Unprovoked,MEXICO,M,
1965-04-29,Unprovoked,USA,M,bull shark
1965-04-25,Invalid,USA,M,invalid
1965-04-10,Unprovoked,USA,M,white shark
1965-04-04,Unprovoked,PALAU,M,tiger shark
1965-04-04,Unprovoked,USA,M,blacktip shark
1965-03-23,Invalid,USA,M,shark involvement prior to death was not confirmed
1965-03-14,Unprovoked,USA,M,mako shark
1965-02-14,Unprovoked,SOUTH AFRICA,M,"1.8 m [6'], 136-kg [300-lb] shark "
1965-02-04,Unprovoked,USA,M,1.2 m [4'] shark
1965-01-25,Invalid,USA,M,shark involvement prior to death was not confirmed
1965-01-23,Unprovoked,SOUTH AFRICA,M,white shark
1965-01-16,Unprovoked,SOUTH AFRICA,M,
1965-01-10,Unprovoked,AUSTRALIA,M,1.5 m [5'] shark
1965-01-09,Unprovoked,NEW GUINEA,M,4.9 m [16'] whaler
,Unprovoked,USA,M,
1965-01-01,Provoked,USA,M,
,Provoked,USA,M,nurse shark
,Unprovoked,RED SEA,M,white shark
,Unprovoked,EGYPT,M,mako shark
1970-01-01,Unprovoked,VANUATU,M,
,Invalid,SOUTH AFRICA,,questionable incident
1964-12-25,Unprovoked,SOUTH AFRICA,M,tiger shark
1964-12-10,Unprovoked,PAPUA NEW GUINEA,M,
1964-12-10,Watercraft,AUSTRALIA,,4.6 m [15'] shark
1964-12-09,Unprovoked,PAPUA NEW GUINEA,M,2.1 m [7'] shark
1964-12-06,Unprovoked,KENYA,M,
1964-11-29,Unprovoked,AUSTRALIA,M,white shark
1964-11-18,Unprovoked,AUSTRALIA,M,
1964-11-13,Provoked,AUSTRALIA,M,white shark
1964-11-05,Watercraft,USA,,mako shark
1964-10-31,Provoked,SOUTH AFRICA,M,
1964-10-25,Invalid,USA,,invalid
1964-10-04,Unprovoked,AUSTRALIA,M,nurse shark
1964-09-27,Invalid,,M,shark involvement prior to death was not confirmed
1964-09-20,Unprovoked,TAIWAN,M,
1964-09-07,Unprovoked,TAIWAN,M,1.8 m [6'] shark
1964-08-26,Unprovoked,USA,M,
1964-08-23,Unprovoked,MEXICO,M,1.8 to 2.4 m [6' to 8'] shark
1964-08-22,Invalid,USA,M,invalid
1964-08-21,Unprovoked,USA,M,3' shark
1964-08-08,Unprovoked,USA,M,hammerhead shark
1964-08-03,Unprovoked,JAPAN,M,
1964-08-01,Unprovoked,PANAMA,M,less than 1.2 m [4']
1964-07-27,Provoked,USA,M,nurse shark
1964-07-16,Unprovoked,SOUTH AFRICA,M,zambesi shark
1964-07-15,Invalid,USA,,invalid
1964-07-10,Invalid,SOUTH AFRICA,M,
1964-07-08,Provoked,USA,M,white shark
1964-07-01,Unprovoked,PAPUA NEW GUINEA,M,
1964-07-01,Watercraft,PAPUA NEW GUINEA,,
1964-06-29,Sea Disaster,BERMUDA,,
1964-06-28,Invalid,USA,F,shark involvement prior to death was not confirmed
1964-06-24,Watercraft,USA,,2.1 m [7'] shark
1964-06-17,Watercraft,PAPUA NEW GUINEA,M,2.4 m [8'] shark
1964-06-23,Unprovoked,FIJI,M,
1964-06-02,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1964-05-30,Unprovoked,PANAMA,M,lemon shark
1964-05-08,Unprovoked,FIJI,M,tiger shark
1964-05-01,Unprovoked,PANAMA,M,1.8 m [6'] shark
1964-04-07,Unprovoked,PAPUA NEW GUINEA,M,
1964-03-28,Unprovoked,AUSTRALIA,M,1.8 m [6'] shark
1964-03-28,Sea Disaster,PAPUA NEW GUINEA,M,
1964-03-05,Unprovoked,USA,M,1.7 m [5.5'] shark
1964-03-01,Unprovoked,SENEGAL,M,3 m shark
,Provoked,FIJI,,tiger shark
1964-02-14,Unprovoked,NEW CALEDONIA,M,
1964-02-14,Unprovoked,FIJI,M,
1964-02-11,Unprovoked,NEW ZEALAND,M,
1964-02-10,Unprovoked,NEW ZEALAND,M,white shark
1954-02-08,Unprovoked,SOUTH AFRICA,M,white shark
1964-02-05,Unprovoked,NEW ZEALAND,M,"""sand shark"""
1964-02-05,Unprovoked,NEW ZEALAND,M,white shark
1964-02-02,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1964-02-01,Watercraft,NEW ZEALAND,,1.8 m [6'] shark
1964-02-01,Unprovoked,USA,M,hammerhead shark
1964-02-01,Unprovoked,COSTA RICA,M,
1964-01-27,Unprovoked,FIJI,,
1964-01-23,Unprovoked,SOUTH AFRICA,M,
1964-01-22,Unprovoked,SOUTH AFRICA,M,
1964-01-21,Watercraft,SOUTH AFRICA,,white shark
1964-01-18,Unprovoked,AUSTRALIA,M,wobbegong
1964-01-11,Unprovoked,USA,M,white shark
,Unprovoked,PAPUA NEW GUINEA,M,tiger shark
1964-01-04,Unprovoked,FIJI,F,
1964-01-01,Unprovoked,AUSTRALIA,,
1964-01-01,Unprovoked,SOUTH AFRICA,M,2.1 m to 2.4 m  [7' to 8'] shark
1964-01-01,Invalid,NEW ZEALAND,M,invalid
1963-12-29,Unprovoked,SOUTH AFRICA,F,"zambesi shark, 1.8 m [6'] "
1963-12-26,Unprovoked,SOUTH AFRICA,M,1.8 m [6']  shark
1963-12-26,Unprovoked,AUSTRALIA,M,"4.3 m [14'], 1000-lb shark"
1963-12-25,Unprovoked,SOUTH AFRICA,M,
1963-12-22,Invalid,ATLANTIC OCEAN,F,invalid
1963-12-22,Provoked,SOUTH AFRICA,M,"dusky shark, 1 m "
1963-12-21,Provoked,AUSTRALIA,M,"wobbegong shark, 3' "
1963-12-20,Unprovoked,SOUTH AFRICA,M,white shark
1963-12-20,Unprovoked,SOUTH AFRICA,M,300- to 400-lb zambesi shark
1963-12-08,Unprovoked,AUSTRALIA,M,white shark
1963-12-04,Unprovoked,NEW BRITAIN,M,tiger shark
1963-11-30,Unprovoked,NEW ZEALAND,M,broadnose sevengill shark
1963-11-30,Provoked,PAPUA NEW GUINEA,F,tiger shark
1963-11-28,Unprovoked,FIJI,F,tiger shark
1963-11-25,Unprovoked,FIJI,M,
,Unprovoked,ITALY,M,
